11092,22,Cheryl,A,Diaz,1972-11-02,F
11093,19,Aimee,A,He,1978-09-06,F
11094,33,Cedric,W,Ma,1967-09-29,M
11095,13,Chad,NULL,Kumar,1968-02-29,M
11096,12,Andrés,NULL,Anand,1968-02-07,M
11097,40,Edwin,R,Nara,1972-10-23,M
11098,14,Mallory,S,Rubio,1966-10-29,F
11099,13,Adam,NULL,Ross,1966-09-05,M
11100,28,Latasha,L,Navarro,1966-03-15,F
11101,33,Abby,L,Sai,1970-11-05,F
11102,18,Julia,L,Nelson,1970-10-19,F
11103,3,Cassie,NULL,Chande,1981-04-12,F
11104,23,Edgar,A,Sara,1975-03-08,M
11105,8,Candace,NULL,Fernandez,1970-06-27,F
11106,40,Jessie,NULL,Liu,1970-03-11,M
11107,17,Bianca,NULL,Lin,1976-03-04,F
11108,13,Kari,C,Alvarez,1969-01-10,F
11109,38,Ruben,D,Kapoor,1980-04-30,M
11110,3,Curtis,NULL,Yang,1967-12-04,M
11111,34,Meredith,T,Gutierrez,1967-08-23,F
11112,25,Crystal,C,Wang,1968-03-08,F
11113,30,Micheal,A,Blanco,1973-02-17,M
11114,14,Leslie,C,Moreno,1967-11-25,F
11115,17,Alvin,D,Cai,1967-08-12,M
11116,18,Clinton,E,Carlson,1979-04-02,M
11117,8,April,NULL,Deng,1966-08-21,F
11118,6,Alvin,M,Zeng,1962-12-31,M
11119,13,Evan,V,James,1940-10-07,M
11120,18,Beth,H,Jiménez,1942-02-06,F
11121,10,Orlando,NULL,Suarez,1966-05-18,M
11122,12,Byron,NULL,Vazquez,1965-09-30,M
11123,39,Philip,A,Alvarez,1965-12-18,M
11124,40,Ross,F,Jordan,1968-07-23,M
11125,37,Dana,J,Navarro,1961-10-06,F
11126,11,Shaun,NULL,Carson,1954-10-05,M
11127,361,Jan,NULL,Edwards,1981-04-19,F
11128,635,Samantha,NULL,Long,1981-06-03,F
11129,638,Julia,M,Wright,1981-02-01,F
11130,543,Caroline,L,Russell,1985-07-05,F
11131,50,Amanda,NULL,Rivera,1985-09-09,F
11132,51,Melissa,E,Richardson,1986-04-25,F
11133,542,Angela,NULL,Griffin,1986-03-08,F
11134,30,Larry,D,Townsend,1957-02-22,M
11135,302,Marcus,L,Harris,1985-05-02,M
11136,53,Brianna,D,Morgan,1984-04-24,F
11137,641,Jasmine,A,Taylor,1984-01-17,F
11138,325,Lauren,NULL,Davis,1984-03-14,F
11139,28,Tanya,NULL,Moreno,1949-11-05,F
11140,301,Javier,L,Alvarez,1982-08-11,M
11141,314,Nicole,NULL,Ramirez,1982-12-19,F
11142,51,Eduardo,NULL,Patterson,1983-02-11,M
11143,334,Jonathan,M,Henderson,1982-08-04,M
11144,607,Edward,NULL,Hernandez,1985-03-08,M
11145,536,Jasmine,L,Coleman,1985-06-06,F
11146,8,Karla,L,Goel,1945-02-22,F
11147,40,Ernest,L,Wu,1944-08-04,M
11148,22,Ross,NULL,Vazquez,1947-02-13,M
11149,25,Theodore,NULL,Gill,1946-10-18,M
11150,39,Russell,M,Shen,1946-09-12,M
11151,18,Melinda,G,Gill,1947-08-25,F
11152,633,James,J,Williams,1981-07-09,M
11153,635,Angela,R,James,1981-12-21,F
11154,553,Megan,G,Walker,1982-02-18,F
11155,301,Hunter,J,Robinson,1981-07-25,M
11156,334,Maria,NULL,Roberts,1981-08-06,F
11157,642,Hannah,E,Long,1980-12-08,F
11158,361,Jason,K,Wright,1981-04-06,M
11159,385,Brianna,A,Hughes,1981-03-16,F
11160,311,Maurice,M,Tang,1979-07-08,M
11161,311,Emily,NULL,Wood,1979-10-20,F
11162,331,Chase,NULL,Cox,1979-09-02,M
11163,372,Gabriel,NULL,Wang,1980-06-18,M
11164,374,Devin,NULL,Brooks,1979-11-02,M
11165,348,Jocelyn,NULL,Alexander,1979-01-15,F
11166,631,Ashley,NULL,Martinez,1977-10-22,F
11167,618,Jasmine,J,Barnes,1978-01-29,F
11168,348,David,NULL,Rodriguez,1973-11-12,M
11169,312,Bryce,NULL,Richardson,1973-12-20,M
11170,612,Carol,T,Howard,1973-08-04,F
11171,385,Jonathan,E,Hill,1978-10-05,M
11172,626,Gabrielle,J,Adams,1973-05-20,F
11173,552,Sarah,F,Thomas,1973-02-28,F
11174,338,Nicholas,NULL,Robinson,1973-01-09,M
11175,300,Luis,NULL,Wang,1968-09-01,M
11176,50,Mason,D,Roberts,1979-01-21,M
11177,359,Jose,M,Flores,1948-01-01,M
11178,334,Nathan,J,Johnson,1954-08-20,M
11179,300,Molly,E,Rodriguez,1959-12-08,F
11180,307,April,NULL,Anand,1948-07-01,F
11181,338,Devin,P,Martin,1960-02-01,M
11182,638,Stephanie,NULL,Torres,1950-02-22,F
11183,368,Jasmine,W,Lee,1950-01-12,F
11184,311,Meghan,NULL,Hernandez,1955-11-13,F
11185,53,Ashley,NULL,Henderson,1950-04-07,F
11186,352,Sarah,C,Price,1949-11-18,F
11187,612,Jennifer,S,Cooper,1949-08-21,F
11188,361,Catherine,NULL,Morris,1950-03-06,F
11189,609,Lawrence,W,Blanco,1950-01-12,M
11190,300,Carson,NULL,Bryant,1949-12-20,M
11191,310,Kristi,E,Perez,1951-06-17,F
11192,637,James,C,Brown,1951-03-13,M
11193,553,Ian,A,Gray,1950-08-13,M
11194,352,Jacqueline,R,Price,1950-12-08,F
11195,635,Megan,NULL,Henderson,1951-08-10,F
11196,536,Alfredo,NULL,Romero,1951-12-05,M
11197,637,Andrea,NULL,Morris,1951-12-16,F
11198,368,Brooke,NULL,Sanders,1952-05-25,F
11199,302,Jacqueline,NULL,Bennett,1957-11-02,F
11200,69,Jason,L,Griffin,1953-05-21,M
11201,369,Amanda,NULL,Foster,1953-02-14,F
11202,334,Alexia,L,Price,1958-08-22,F
11203,60,Luis,D,Diaz,1959-08-18,M
11204,536,Destiny,C,Rivera,1953-11-29,F
11205,612,Abby,NULL,Fernandez,1954-01-21,F
11206,626,Blake,NULL,Flores,1954-03-24,M
11207,635,Danielle,NULL,Cox,1954-01-16,F
11208,325,Maria,NULL,Reed,1953-08-03,F
11209,336,Allison,NULL,Evans,1953-07-12,F
11210,383,Edward,J,Wood,1953-12-06,M
11211,50,Samantha,NULL,Russell,1960-10-08,F
11212,53,Chloe,NULL,Campbell,1955-05-05,F
11213,614,Stephanie,B,Murphy,1954-11-11,F
11214,545,Charles,O,Miller,1955-05-07,M
11215,62,Ana,NULL,Perry,1961-06-17,F
11216,547,Jasmine,A,Torres,1955-11-17,F
11217,547,Natalie,P,Adams,1955-08-11,F
11218,642,Olivia,NULL,Brown,1961-09-07,F
11219,553,Charles,NULL,Cook,1956-05-31,M
11220,310,Erica,C,Huang,1961-02-19,F
11221,334,Nathan,NULL,Perry,1955-12-08,M
11222,369,Alexandra,NULL,Rivera,1956-02-14,F
11223,52,Hailey,I,Patterson,1957-03-15,F
11224,612,Tiffany,J,Li,1957-03-05,F
11225,635,Madison,D,Lee,1962-02-12,F
11226,552,Sydney,T,Ross,1962-09-23,F
11227,310,Marshall,D,Chavez,1962-08-08,M
11228,316,Ashley,R,Jones,1956-10-16,F
11229,355,Adrian,C,Stewart,1957-06-01,M
11230,369,Amber,NULL,Turner,1956-09-30,F
11231,611,Dennis,NULL,Zhang,1963-11-11,M
11232,616,Hailey,R,Bryant,1958-03-27,F
11233,299,Todd,NULL,Li,1963-09-06,M
11234,337,Anna,NULL,Griffin,1958-05-19,F
11235,607,Angel,J,Stewart,1957-08-07,M
11236,609,Jeremy,NULL,Butler,1957-09-02,M
11237,161,Clarence,M,Anand,1964-03-22,M
11238,232,Mayra,NULL,Prasad,1964-02-07,F
11239,249,Latoya,C,Goel,1969-10-02,F
11240,273,Anne,B,Hernandez,1964-06-09,F
11241,211,Lisa,NULL,Cai,1974-04-06,F
11242,209,Larry,NULL,Munoz,1963-05-11,M
11243,237,Robin,V,Alvarez,1963-04-08,F
11244,267,Alexis,M,Coleman,1968-11-22,F
11245,132,Ricky,D,Vazquez,1962-04-26,M
11246,147,Latasha,NULL,Rubio,1962-04-08,F
11247,242,Claudia,M,Zhou,1961-12-04,F
11248,223,Tristan,P,Alexander,1966-03-22,M
11249,178,Cindy,A,Patel,1966-07-09,F
11250,276,Shannon,D,Liu,1966-03-08,F
11251,50,Xavier,NULL,Long,1938-01-01,M
11252,335,Nicholas,D,Thompson,1937-12-05,M
11253,69,José,M,Hernandez,1949-08-24,M
11254,612,Johnathan,W,Vance,1938-08-31,M
11255,612,Colin,NULL,Lin,1938-10-02,M
11256,626,Katelyn,L,Hernandez,1939-03-20,F
11257,345,Jacqueline,NULL,Powell,1938-07-06,F
11258,352,Xavier,NULL,Hill,1938-12-26,M
11259,548,Victoria,C,Stewart,1970-09-24,F
11260,302,Katelyn,L,Kelly,1976-04-08,F
11261,359,Stephanie,NULL,Collins,1970-10-22,F
11262,60,Jennifer,NULL,Simmons,1975-05-01,F
11263,612,Trinity,NULL,Richardson,1970-03-11,F
11264,618,Eduardo,NULL,Martin,1969-12-15,M
11265,623,Elizabeth,P,Jones,1970-01-10,F
11266,632,Taylor,NULL,Howard,1969-11-02,F
11267,302,David,NULL,Diaz,1975-09-29,M
11268,312,Katelyn,A,Carter,1969-10-31,F
11269,314,Ryan,W,Foster,1975-10-10,M
11270,334,Robert,L,Lee,1975-05-01,M
11271,360,Danielle,C,Reed,1969-12-03,F
11272,300,Lauren,L,Martinez,1962-05-10,F
11273,331,Nathan,E,Lal,1962-03-31,M
11274,609,Kyle,M,Foster,1939-10-10,M
11275,310,Jenny,D,Rai,1939-07-18,F
11276,49,Nancy,E,Chapman,1974-09-15,F
11277,62,Charles,P,Jackson,1968-12-07,M
11278,614,Jonathan,NULL,Phillips,1969-02-16,M
11279,616,Amanda,S,Cook,1974-09-08,F
11280,626,Robert,NULL,Collins,1969-02-17,M
11281,301,Megan,J,Barnes,1974-10-06,F
11282,612,Christian,A,Thomas,1967-07-16,M
11283,299,Arturo,NULL,Lal,1968-04-24,M
11284,307,Theresa,NULL,Serrano,1967-09-24,F
11285,322,Jeremy,J,Anderson,1973-03-15,M
11286,374,Hunter,D,Griffin,1967-08-31,M
11287,49,Henry,B,Garcia,1966-07-16,M
11288,301,Cindy,K,Sanchez,1978-03-12,F
11289,315,Maria,S,Carter,1972-03-03,F
11290,334,Katelyn,NULL,Sanchez,1972-08-14,F
11291,335,Jenna,NULL,Wright,1972-05-01,F
11292,361,Seth,NULL,Phillips,1967-05-05,M
11293,632,Luke,S,Long,1960-11-23,M
11294,618,Dalton,P,Clark,1961-03-02,M
11295,311,Taylor,G,Lewis,1959-11-13,F
11296,616,Haley,NULL,Richardson,1941-04-05,F
11297,301,Noah,NULL,Coleman,1940-08-01,M
11298,307,Jon,NULL,Luo,1940-08-30,M
11299,301,Orlando,E,Vazquez,1941-09-29,M
11300,54,Fernando,NULL,Barnes,1965-08-31,M
11301,607,Cameron,L,Rodriguez,1965-12-07,M
11302,539,Spencer,NULL,Russell,1971-12-09,M
11303,614,Julia,NULL,Coleman,1966-04-10,F
11304,547,Julia,B,Garcia,1971-03-14,F
11305,307,Sean,A,Evans,1965-12-17,M
11306,312,Micah,A,Zhou,1965-12-20,M
11307,314,Hunter,P,Rodriguez,1965-10-31,M
11308,546,Ian,T,Gonzales,1959-09-02,M
11309,536,Victoria,NULL,Lewis,1959-12-10,F
11310,360,Erin,A,Sanders,1964-07-05,F
11311,626,Gabrielle,D,Lopez,1959-02-21,F
11312,626,Sara,NULL,Richardson,1958-10-01,F
11313,632,Trevor,NULL,Jenkins,1958-08-27,M
11314,618,Mya,NULL,Flores,1970-06-16,F
11315,632,Hailey,J,Ward,1959-03-31,F
11316,51,Luke,NULL,Allen,1959-05-17,M
11317,548,Victoria,D,Russell,1963-09-14,F
11318,614,Jessica,NULL,Wilson,1958-04-25,F
11319,348,Jade,E,Bailey,1948-04-23,F
11320,325,Morgan,M,Hill,1942-12-24,F
11321,612,Terrance,D,Raman,1944-01-05,M
11322,611,Sydney,NULL,Garcia,1943-09-12,F
11323,314,Jose,NULL,Patterson,1943-12-18,M
11324,325,Zachary,NULL,Anderson,1944-11-10,M
11325,637,Elijah,E,Ross,1944-12-29,M
11326,300,Rafael,M,Xie,1944-12-23,M
11327,301,Jaime,C,Moreno,1945-09-01,M
11328,55,Julian,M,Griffin,1945-06-30,M
11329,311,Andy,NULL,Alvarez,1946-01-22,M
11330,59,Ryan,M,Thompson,1945-11-10,M
11331,63,Samantha,NULL,Jenkins,1974-01-03,F
11332,153,Deanna,D,Ramos,1968-04-02,F
11333,261,Emily,R,Miller,1968-01-07,F
11334,269,Nicole,NULL,Brown,1966-09-19,F
11335,120,Carla,L,Raman,1977-12-18,F
11336,204,Shaun,NULL,Raji,1973-03-08,M
11337,273,Jerome,NULL,Romero,1967-03-21,M
11338,154,Frank,F,Navarro,1972-08-06,M
11339,202,Dennis,M,She,1967-01-05,M
11340,192,Melody,C,Munoz,1947-04-03,F
11341,236,Randy,A,Zeng,1942-02-18,M
11342,191,Marshall,L,Wang,1973-03-07,M
11343,264,Arthur,P,Carlson,1975-03-09,M
11344,262,Jessie,NULL,Jimenez,1963-01-21,F
11345,224,Robin,NULL,Ramos,1962-09-09,F
11346,196,Deanna,E,Gutierrez,1966-05-18,F
11347,156,Roy,T,Navarro,1972-06-17,M
11348,151,Shawn,NULL,Rai,1961-03-21,M
11349,134,Mindy,J,Luo,1965-08-30,F
11350,265,Cara,NULL,Zhou,1942-07-14,F
11351,253,Anne,R,Ramos,1950-04-02,F
11352,222,Raymond,A,Rodriguez,1945-09-04,M
11353,271,Carrie,L,Ortega,1946-12-09,F
11354,119,Deanna,NULL,Suarez,1947-08-23,F
11355,275,Roberto,NULL,Gutierrez,1948-06-26,M
11356,6,Terrence,NULL,Carson,1985-11-24,M
11357,21,Ramon,NULL,Ye,1984-09-19,M
11358,2,Cynthia,NULL,Malhotra,1984-05-10,F
11359,7,Jarrod,NULL,Prasad,1984-03-03,M
11360,26,Tyrone,NULL,Serrano,1984-01-30,M
11361,10,Cindy,G,Ramos,1982-10-26,F
11362,33,Damien,M,Shan,1983-05-11,M
11363,35,Julian,NULL,Ross,1983-04-19,M
11364,34,Jennifer,NULL,Collins,1985-03-22,F
11365,29,Brittney,NULL,Sun,1984-12-06,F
11366,37,Virginia,R,Patel,1985-04-23,F
11367,12,Calvin,J,Nara,1984-08-21,M
11368,26,Edward,NULL,Miller,1984-05-24,M
11369,29,Ashlee,D,Tang,1984-02-01,F
11370,38,Alicia,NULL,Xu,1983-09-29,F
11371,26,Lacey,C,Jai,1983-11-24,F
11372,20,Wendy,H,Romero,1983-11-12,F
11373,135,Carly,H,Luo,1954-09-16,F
11374,162,Jimmy,M,Ortega,1948-12-25,M
11375,240,Francisco,NULL,Martinez,1948-11-05,M
11376,268,Lance,NULL,Vazquez,1948-12-07,M
11377,161,David,R.,Robinett,1966-08-23,M
11378,184,Shannon,NULL,Liang,1965-11-19,F
11379,214,Gary,NULL,Vazquez,1976-05-13,M
11380,175,Mitchell,L,Kumar,1964-08-29,M
11381,249,Meredith,NULL,Raman,1970-08-18,F
11382,189,Edward,NULL,Patterson,1974-07-15,M
11383,206,Marie,NULL,Gill,1966-02-25,F
11384,211,Tiffany,E,Wang,1971-10-13,F
11385,279,Miguel,C,Allen,1971-08-08,M
11386,127,Jaclyn,NULL,Cai,1971-11-02,F
11387,238,Megan,C,Ramirez,1964-11-29,F
11388,279,Joseph,NULL,Martin,1965-01-20,M
11389,130,Karl,J,Shan,1981-04-20,M
11390,208,Christine,J,Raji,1976-04-17,F
11391,135,Lindsay,T,Xie,1976-06-25,F
11392,131,Willie,NULL,Zhao,1981-02-03,M
11393,182,Kurt,B,Pal,1974-07-17,M
11394,259,George,NULL,McDonald,1975-04-22,M
11395,118,Beth,C,Gutierrez,1976-04-16,F
11396,175,Ian,G,Lopez,1975-04-04,M
11397,197,Latoya,R,Shan,1974-12-02,F
11398,261,Colin,N,Nath,1975-03-09,M
11399,202,Brenda,F,Mehta,1975-02-01,F
11400,251,Franklin,NULL,Raji,1980-04-15,M
11401,204,Linda,NULL,Navarro,1975-02-23,F
11402,183,Kelli,R,Cai,1975-05-20,F
11403,179,Nancy,NULL,Schmidt,1980-01-06,F
11404,133,Megan,E,Taylor,1957-06-30,F
11405,143,Bonnie,NULL,Goel,1957-08-16,F
11406,199,Latoya,L,Xu,1957-12-31,F
11407,170,Mario,NULL,She,1957-09-30,M
11408,257,Darren,M,Gill,1964-05-10,M
11409,208,Jacqueline,H,Hayes,1979-03-02,F
11410,201,Maurice,NULL,Goel,1974-02-22,M
11411,121,Devin,A,Ross,1959-08-12,M
11412,121,Sydney,S,Bryant,1959-10-07,F
11413,238,Megan,L,Stewart,1959-10-13,F
11414,241,Ian,NULL,Richardson,1959-09-15,M
11415,127,Randy,H,She,1949-12-03,M
11416,185,Katrina,NULL,Becker,1950-09-16,F
11417,222,Lacey,C,Zheng,1950-08-26,F
11418,160,Rafael,J,Hu,1950-08-09,M
11419,273,Kyle,D,Scott,1950-08-18,M
11420,189,Jordan,C,Turner,1952-01-09,M
11421,172,Amy,C,Sun,1952-01-16,F
11422,268,Dustin,F,Deng,1952-02-29,M
11423,147,Jasmine,NULL,Stewart,1960-05-04,F
11424,164,Pamela,S,Garcia,1964-12-03,F
11425,184,Ariana,D,Gray,1965-08-02,F
11426,156,Kristopher,NULL,Mehta,1959-04-01,M
11427,168,Desiree,S,Dominguez,1959-06-17,F
11428,173,Deanna,NULL,Perez,1959-02-19,F
11429,218,Marco,NULL,Lopez,1958-01-13,M
11430,155,Casey,K,Yuan,1957-09-21,F
11431,120,Bryant,NULL,Garcia,1974-10-20,M
11432,206,Dominique,L,Prasad,1957-03-10,F
11433,224,Maurice,M,Shan,1957-03-01,M
11434,274,Andre,NULL,Lopez,1962-05-02,M
11435,168,Robin,NULL,Romero,1955-09-03,F
11436,273,Taylor,NULL,Cox,1956-03-17,F
11437,190,Alfredo,NULL,Moreno,1955-06-16,M
11438,162,Jenny,NULL,Nara,1955-04-13,F
11439,217,Janet,NULL,Munoz,1953-11-14,F
11440,187,Sergio,C,Weber,1953-03-26,M
11441,192,Erika,NULL,Gomez,1952-12-09,F
11442,224,Joseph,D,Harris,1953-05-13,M
11443,31,Grace,NULL,Griffin,1981-11-19,F
11444,32,Tina,C,Mehta,1981-10-26,F
11445,15,Kari,S,Kim,1980-01-18,F
11446,5,Bethany,K,Chander,1980-02-09,F
11447,25,Jennifer,NULL,Roberts,1980-02-13,F
11448,35,Kyle,NULL,Patterson,1980-10-25,M
11449,37,Alvin,E,Hu,1980-08-01,M
11450,28,Brett,NULL,Mehta,1981-05-11,M
11451,10,Ruben,L,Muñoz,1980-05-08,M
11452,21,Erika,A,Rubio,1979-05-05,F
11453,31,Stanley,H,Malhotra,1984-08-17,M
11454,35,Melinda,NULL,Navarro,1979-10-20,F
11455,36,Ross,NULL,Sanz,1979-10-19,M
11456,17,Jon,C,Gao,1980-01-05,M
11457,19,Jaime,C,Gutierrez,1978-11-18,F
11458,16,Bianca,K,Liu,1978-10-03,F
11459,13,Tasha,NULL,Deng,1978-04-12,F
11460,33,Melvin,R,Chande,1983-10-04,M
11461,6,Victor,NULL,Jimenez,1977-09-22,M
11462,8,Laura,L,Lin,1977-07-18,F
11463,28,Alisha,E,Beck,1977-09-09,F
11464,38,Alejandro,NULL,Huang,1977-05-15,M
11465,23,Louis,NULL,Luo,1976-08-18,M
11466,6,Grant,H,Tang,1977-01-30,M
11467,17,Arturo,C,Zheng,1975-04-06,M
11468,278,Jaclyn,NULL,Andersen,1980-12-15,F
11469,278,Edwin,NULL,Raji,1978-10-14,M
11470,177,Jay,C,Suarez,1979-03-25,M
11471,207,Latasha,NULL,Suarez,1979-03-25,F
11472,24,Kenneth,NULL,Kumar,1968-09-30,M
11473,221,Grace,M,Henderson,1986-01-30,F
11474,265,Melvin,A,Xu,1985-08-21,M
11475,251,Cesar,L,Subram,1984-04-07,M
11476,241,Erika,K,Navarro,1980-05-16,F
11477,127,Tristan,NULL,Hughes,1984-06-21,M
11478,218,Billy,C,Hernandez,1984-02-22,M
11479,182,Darryl,L,Wu,1978-10-20,M
11480,224,Colleen,A,Ma,1984-03-07,F
11481,156,Erica,NULL,Hu,1978-11-20,F
11482,272,Adrienne,C,Torres,1978-01-16,F
11483,199,Calvin,E,Chande,1983-05-19,M
11484,171,Erick,L,Sai,1983-03-03,M
11485,237,Donald,NULL,Chandra,1978-02-04,M
11486,117,Ariana,F,Rogers,1982-05-21,F
11487,186,Morgan,C,Jones,1977-01-05,F
11488,256,Jermaine,NULL,Lopez,1977-03-20,M
11489,262,Deborah,S,Goel,1976-09-03,F
11490,217,Danny,NULL,Rubio,1976-07-05,M
11491,255,Andre,NULL,Perez,1982-04-02,M
11492,115,Terrence,C,Chander,1982-11-15,M
11493,255,Dawn,T,Wu,1976-05-31,F
11494,267,Jimmy,M,Gutierrez,1976-01-25,M
11495,154,Francis,NULL,Jimenez,1977-03-03,M
11496,272,Gary,NULL,Ortega,1976-04-15,M
11497,261,Katrina,R,Nath,1981-11-22,F
11498,49,Arturo,C,Sun,1979-07-15,M
11499,311,Pedro,A,Vance,1980-05-13,M
11500,52,Sarah,V,Simmons,1980-03-17,F
11501,49,Brandy,P,Chandra,1981-01-03,F
11502,63,Jared,NULL,Peterson,1980-09-03,M
11503,312,Dennis,G,Wu,1936-04-11,M
11504,315,Jordan,P,Baker,1936-10-17,F
11505,43,Jasmine,A,Powell,1972-01-04,F
11506,60,Nicholas,S,Brown,1971-11-14,M
11507,69,Isabella,A,Russell,1972-05-19,F
11508,626,Elizabeth,R,Wilson,1972-01-04,F
11509,347,Roger,NULL,Harui,1964-07-22,F
11510,54,Seth,H,Roberts,1959-01-10,M
11511,543,Caleb,NULL,Perry,1964-06-10,M
11512,59,Natalie,L,Campbell,1976-08-05,F
11513,62,Alyssa,A,Howard,1965-09-23,F
11514,642,Dalton,NULL,Diaz,1965-04-16,M
11515,301,Shannon,H,Huang,1959-08-25,F
11516,310,Mya,NULL,Gonzales,1976-10-13,F
11517,355,Katherine,A,Bryant,1959-12-18,F
11518,545,Edward,NULL,Washington,1960-11-06,M
11519,49,Jerome,B,Navarro,1960-09-13,M
11520,60,Jada,A,Morgan,1960-10-08,F
11521,644,Ariana,NULL,Peterson,1977-12-01,F
11522,546,Christian,J,Hughes,1972-06-17,M
11523,54,Lucas,V,Taylor,1962-02-07,M
11524,374,Alyssa,L,Jackson,1961-07-22,F
11525,543,Ariana,NULL,Cook,1961-07-08,F
11526,70,Katherine,P,Diaz,1973-01-30,F
11527,361,Jenna,J,Green,1961-12-02,F
11528,325,Joan,NULL,Washington,1968-08-15,F
11529,547,Austin,L,Bryant,1963-05-16,M
11530,54,Andrew,C,Martinez,1963-01-23,M
11531,300,Nina,R,Yuan,1962-07-07,F
11532,634,Lauren,NULL,Miller,1962-08-26,F
11533,280,Ebony,E,Gill,1968-07-17,F
